$(function(){Sacknet.MileageGraph.SetupMileageGraph(/Stats/UpdateMileageGraph/461, null, 1/7/2012, 11633.6
1/8/2012, 392.8, 1/8/2012, 11633.6
1/9/2012, 392.8, 1/9/2012, 11687.4
1/10/2012, 392.8, 1/10/2012, 11739.5
1/11/2012, 392.8, 1/11/2012, 11793.4
1/12/2012, 392.8, 1/12/2012, 11847.2
1/13/2012, 392.8, 1/13/2012, 11901.1
1/14/2012, 392.8, 1/14/2012, 11901.1
1/15/2012, 392.8, 1/15/2012, 11901.1
1/16/2012, 392.8, 1/16/2012, 11901.1
1/17/2012, 392.8, 1/17/2012, 11955.1
1/18/2012, 392.8, 1/18/2012, 12008.2
1/19/2012, 396.4, 1/19/2012, 12057.2
1/20/2012, 396.4, 1/20/2012, 12111.3
1/21/2012, 396.4, 1/21/2012, 12111.3
1/22/2012, 396.4, 1/22/2012, 12111.3
1/23/2012, 396.4, 1/23/2012, 12165.2
1/24/2012, 396.4, 1/24/2012, 12219.0
1/25/2012, 396.4, 1/25/2012, 12272.8
1/26/2012, 396.4, 1/26/2012, 12326.0
1/27/2012, 398.9, 1/27/2012, 12389.3
1/28/2012, 398.9, 1/28/2012, 12405.3
1/29/2012, 398.9, 1/29/2012, 12405.3
1/30/2012, 414.1, 1/30/2012, 12442.6
1/31/2012, 414.1, 1/31/2012, 12494.3
2/1/2012, 414.1, 2/1/2012, 12561.2
2/2/2012, 414.1, 2/2/2012, 12615.1
2/3/2012, 414.1, 2/3/2012, 12640.9
2/4/2012, 414.1, 2/4/2012, 12640.9
2/5/2012, 414.1, 2/5/2012, 12656.7
2/6/2012, 414.1, 2/6/2012, 12709.3
2/7/2012, 414.1, 2/7/2012, 12763.2
2/8/2012, 414.1, 2/8/2012, 12817.1
2/9/2012, 414.1, 2/9/2012, 12870.4
2/10/2012, 414.1, 2/10/2012, 12924.7
2/11/2012, 414.1, 2/11/2012, 12951.2
2/12/2012, 414.1, 2/12/2012, 12951.2
2/13/2012, 414.1, 2/13/2012, 13003.8
2/14/2012, 414.1, 2/14/2012, 13057.5
2/15/2012, 414.1, 2/15/2012, 13111.4
2/16/2012, 414.1, 2/16/2012, 13165.4
2/17/2012, 414.1, 2/17/2012, 13219.3
2/18/2012, 414.1, 2/18/2012, 13219.3
2/19/2012, 414.1, 2/19/2012, 13230.5
2/20/2012, 416.8, 2/20/2012, 13281.7
2/21/2012, 416.8, 2/21/2012, 13335.7
2/22/2012, 416.8, 2/22/2012, 13388.9
2/23/2012, 416.8, 2/23/2012, 13443.7
2/24/2012, 416.8, 2/24/2012, 13499.0
2/25/2012, 416.8, 2/25/2012, 13499.0
2/26/2012, 416.8, 2/26/2012, 13514.0
2/27/2012, 416.8, 2/27/2012, 13514.0
2/28/2012, 416.8, 2/28/2012, 13579.8
2/29/2012, 416.8, 2/29/2012, 13631.6
3/1/2012, 416.8, 3/1/2012, 13685.3
3/2/2012, 419.8, 3/2/2012, 13742.0
3/3/2012, 419.8, 3/3/2012, 13759.1
3/4/2012, 419.8, 3/4/2012, 13770.3
3/5/2012, 419.8, 3/5/2012, 13824.4
3/6/2012, 419.8, 3/6/2012, 13879.1
3/7/2012, 419.8, 3/7/2012, 13932.6
3/8/2012, 419.8, 3/8/2012, 13960.0
3/9/2012, 419.8, 3/9/2012, 13986.3
3/10/2012, 419.8, 3/10/2012, 13986.3
3/11/2012, 419.8, 3/11/2012, 13986.3
3/12/2012, 419.8, 3/12/2012, 13986.3
3/13/2012, 419.8, 3/13/2012, 13986.3
3/14/2012, 419.8, 3/14/2012, 13986.3
3/15/2012, 420.6, 3/15/2012, 14051.3
3/16/2012, 420.6, 3/16/2012, 14105.0
3/17/2012, 420.6, 3/17/2012, 14105.0
3/18/2012, 420.6, 3/18/2012, 14105.0
3/19/2012, 420.6, 3/19/2012, 14158.9
3/20/2012, 420.6, 3/20/2012, 14211.3
3/21/2012, 420.6, 3/21/2012, 14265.2
3/22/2012, 420.6, 3/22/2012, 14318.6
3/23/2012, 420.6, 3/23/2012, 14373.9
3/24/2012, 420.6, 3/24/2012, 14386.2
3/25/2012, 420.6, 3/25/2012, 14386.2
3/26/2012, 420.6, 3/26/2012, 14440.3
3/27/2012, 420.6, 3/27/2012, 14494.2
3/28/2012, 420.6, 3/28/2012, 14547.9
3/29/2012, 420.6, 3/29/2012, 14603.8
3/30/2012, 420.6, 3/30/2012, 14657.7
3/31/2012, 420.6, 3/31/2012, 14687.1
4/1/2012, 420.6, 4/1/2012, 14687.1
4/2/2012, 420.6, 4/2/2012, 14740.9
4/3/2012, 420.6, 4/3/2012, 14794.7
4/4/2012, 420.6, 4/4/2012, 14849.6
4/5/2012, 420.6, 4/5/2012, 14903.9
4/6/2012, 420.6, 4/6/2012, 14903.9
4/7/2012, 420.6, 4/7/2012, 14903.9
4/8/2012, 420.6, 4/8/2012, 14903.9
4/9/2012, 420.6, 4/9/2012, 14903.9
4/10/2012, 420.6, 4/10/2012, 14903.9
4/13/2012, 420.6, 4/13/2012, 14903.9
4/14/2012, 420.6, 4/14/2012, 14903.9
4/15/2012, 420.6, 4/15/2012, 14903.9
4/16/2012, 422.9, 4/16/2012, 14955.4
4/17/2012, 422.9, 4/17/2012, 15009.3
4/18/2012, 422.9, 4/18/2012, 15025.1
4/19/2012, 422.9, 4/19/2012, 15025.2
4/20/2012, 422.9, 4/20/2012, 15025.6
4/21/2012, 422.9, 4/21/2012, 15025.6
4/22/2012, 422.9, 4/22/2012, 15025.6
4/23/2012, 422.9, 4/23/2012, 15026.7
4/24/2012, 432.6, 4/24/2012, 15059.4
4/25/2012, 432.6, 4/25/2012, 15113.3
4/26/2012, 432.6, 4/26/2012, 15168.8
4/27/2012, 432.6, 4/27/2012, 15224.4
4/28/2012, 432.6, 4/28/2012, 15224.4
4/29/2012, 432.6, 4/29/2012, 15231.2
4/30/2012, 432.6, 4/30/2012, 15286.0
5/1/2012, 470.1, 5/1/2012, 15342.8
5/2/2012, 470.1, 5/2/2012, 15396.0
5/3/2012, 470.1, 5/3/2012, 15448.3
5/4/2012, 470.1, 5/4/2012, 15448.3
5/5/2012, 470.1, 5/5/2012, 15448.3
5/6/2012, 470.1, 5/6/2012, 15455.1
5/7/2012, 470.1, 5/7/2012, 15507.6
5/8/2012, 470.1, 5/8/2012, 15560.7
5/9/2012, 470.1, 5/9/2012, 15625.4
5/10/2012, 470.1, 5/10/2012, 15672.5
5/11/2012, 470.1, 5/11/2012, 15739.4
5/12/2012, 470.1, 5/12/2012, 15739.4
5/13/2012, 470.1, 5/13/2012, 15739.4
5/14/2012, 470.1, 5/14/2012, 15804.4
5/15/2012, 470.1, 5/15/2012, 15858.5
5/16/2012, 470.0, 5/16/2012, 15873.9
5/21/2012, 470.1, 5/21/2012, 15964.7
5/22/2012, 470.1, 5/22/2012, 16018.8
5/23/2012, 470.1, 5/23/2012, 16073.4
5/24/2012, 470.1, 5/24/2012, 16127.4
5/25/2012, 475.7, 5/25/2012, 16188.4
5/26/2012, 475.7, 5/26/2012, 16188.4
5/27/2012, 475.7, 5/27/2012, 16188.4
5/28/2012, 475.7, 5/28/2012, 16188.4
5/29/2012, 475.7, 5/29/2012, 16241.1
5/30/2012, 475.7, 5/30/2012, 16295.1
5/31/2012, 475.7, 5/31/2012, 16348.8
6/1/2012, 475.7, 6/1/2012, 16416.3
6/2/2012, 475.7, 6/2/2012, 16416.3
6/3/2012, 475.7, 6/3/2012, 16435.7
6/4/2012, 475.7, 6/4/2012, 16488.2
6/5/2012, 475.7, 6/5/2012, 16542.2
6/6/2012, 475.7, 6/6/2012, 16595.7
